,PC1,PC2,PC3,SalePrice
0,1.9166474278975287,0.46728318080319853,0.05408429777503654,0.5814306922678545
1,-0.7429704208487505,-0.8666529305357525,-0.13732031192721705,0.5363191209054408
2,2.3744292315488487,-0.31590211254918443,0.9004337592804554,0.6040289858319075
3,-0.4299895668549106,0.4390184145418242,1.406563684654428,0.45187093277383217
4,2.4515716751195615,-0.47551817516444694,1.117734375755991,0.6404769647648437
5,0.21947532039668677,0.07406290236269103,0.030281625681790682,0.4587676845800768
6,2.1741661624976008,-0.01633754992337146,-1.0457450350055408,0.7072861391785327
7,-0.22131889554935216,-1.6257745245309652,1.6246041117993693,0.5678918021280503
8,-1.5872515154173343,1.4849883922249645,0.7483781679277475,0.4275144348788203
9,-0.7284102093901047,0.16000822109375287,0.5652084944854712,0.3962609924049481
10,-1.3541781112432152,-0.45082436950393023,-0.7935567382994144,0.4265112433108554
11,1.6837195224145394,-0.12793863045262122,0.18759162219743422,0.7452457695639493
12,-1.6660465233699715,-0.8754996075161691,-0.4985263431026844,0.46103448544746306
13,2.509058274509338,0.1247525812066451,-0.8817898030032585,0.6767596571305275
14,-0.9890527104963077,-1.8902956941118094,0.09118233058025792,0.4891496492137437
15,-1.3915567662159583,1.718255167221236,0.21902571025277312,0.43273102378412115
16,-0.5228617846717335,-1.6374131438661113,0.4170906169809636,0.47213742704724626
17,-1.5568055072374047,0.1292832322186329,-1.0623160425798945,0.3081495391079335
18,0.5760240796846435,0.8807112142932331,-0.8222584622438414,0.4932672308792603
19,-1.4231202354179908,-0.9008785066519286,-1.2208218073500596,0.44953913348319285
20,2.55812337786061,0.47524548648700354,0.7743035711688334,0.7261201459262568
21,-0.27040723627997965,1.4049162416282008,0.2479932746715271,0.4504738600117044
22,1.9176513026386055,0.0356611173994321,-0.7227886564276765,0.6133542107792886
23,-0.5036841365857221,0.0628332580840881,-0.33588061089043186,0.4275144348788203
24,-0.10728504353201744,-1.2786502824541846,0.1932171367588798,0.4828738672583588
25,1.8863375591052753,0.36289740291911626,-0.3972169315776093,0.6485725555500174
26,-1.304962487414166,-0.27759816298026063,-0.5108898321107783,0.4395588374512738
27,2.050892276915805,0.06198689617677259,-0.8661157489709104,0.7062248507718786
28,-0.8854412873727889,-1.4730954481734475,0.011511067289003887,0.5798668209474658
29,-1.493154944638321,1.3324626749181876,-0.02136561433778537,0.21935467230642602
30,-1.9794591613464811,1.707923440230721,0.4217727309730843,0.04436642153861079
31,-0.43635941970639974,-0.7332367082577689,0.4379131192674732,0.47290062238867736
32,1.5604445731313032,0.66860882721624,-0.8194588616520859,0.5334388841962545
33,-0.384167928376432,-1.244938505810195,-0.061605396779337684,0.5063004068634369
34,1.0856586354289504,-0.5319082269775813,-0.960783649185991,0.674423671449735
35,2.0703389050581706,0.9707702274726018,0.42355088397742324,0.7093983843154278
